entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct
2025-03-05 10:55:00,2025-03-05 12:23:00,22300,CE,2025-03-06 00:00:00,63.4,116.6,-1,-53.199999999999996,83.9116719242902
2025-03-05 12:28:00,2025-03-05 12:36:00,22400,CE,2025-03-06 00:00:00,65.55,73.6,-1,-8.049999999999997,12.280701754385959
2025-03-05 12:37:00,2025-03-05 13:06:00,22400,CE,2025-03-06 00:00:00,74.6,49.1,-1,25.499999999999993,-34.1823056300268
2025-03-05 13:29:00,2025-03-05 13:42:00,22400,CE,2025-03-06 00:00:00,50.6,37.65,-1,12.950000000000003,-25.592885375494077
2025-03-05 13:59:00,2025-03-05 14:51:00,22350,CE,2025-03-06 00:00:00,61.2,75.3,-1,-14.099999999999994,23.039215686274495
2025-03-06 11:10:00,2025-03-06 11:17:00,22450,CE,2025-03-06 00:00:00,23.85,28.85,-1,-5.0,20.964360587002083
2025-03-06 11:23:00,2025-03-06 11:27:00,22400,CE,2025-03-06 00:00:00,37.35,22.3,-1,15.05,-40.29451137884873
2025-03-06 11:52:00,2025-03-06 11:58:00,22450,CE,2025-03-06 00:00:00,21.75,15.85,-1,5.9,-27.126436781609197
2025-03-06 11:59:00,2025-03-06 12:07:00,22400,CE,2025-03-06 00:00:00,37.55,47.45,-1,-9.900000000000006,26.36484687083891
2025-03-06 12:08:00,2025-03-06 12:23:00,22450,CE,2025-03-06 00:00:00,21.85,28.5,-1,-6.649999999999999,30.434782608695656
2025-03-06 12:31:00,2025-03-06 12:35:00,22450,CE,2025-03-06 00:00:00,32.5,25.65,-1,6.850000000000001,-21.07692307692308
2025-03-06 12:40:00,2025-03-06 12:46:00,22450,CE,2025-03-06 00:00:00,38.45,28.05,-1,10.400000000000002,-27.048114434330305
2025-03-06 12:47:00,2025-03-06 12:54:00,22450,CE,2025-03-06 00:00:00,32.4,51.1,-1,-18.700000000000003,57.716049382716065
2025-03-06 13:10:00,2025-03-06 13:16:00,22500,CE,2025-03-06 00:00:00,18.85,12.05,-1,6.800000000000001,-36.07427055702917
2025-03-06 13:26:00,2025-03-06 13:28:00,22500,CE,2025-03-06 00:00:00,14.1,12.35,-1,1.75,-12.411347517730498
2025-03-06 13:47:00,2025-03-06 13:55:00,22500,CE,2025-03-06 00:00:00,21.8,22.85,-1,-1.0500000000000007,4.8165137614679
2025-03-06 14:05:00,2025-03-06 14:12:00,22550,CE,2025-03-06 00:00:00,8.5,6.7,-1,1.7999999999999998,-21.176470588235297
2025-03-07 12:03:00,2025-03-07 14:34:00,22500,PE,2025-03-13 00:00:00,126.1,92.25,-1,33.849999999999994,-26.843774781919105
2025-03-10 12:04:00,2025-03-10 13:59:00,22550,PE,2025-03-13 00:00:00,100.55,115.95,-1,-15.400000000000006,15.31576330183988
2025-03-10 14:00:00,2025-03-10 14:51:00,22550,PE,2025-03-13 00:00:00,116.85,175.65,-1,-58.80000000000001,50.3209242618742
2025-03-12 09:31:00,2025-03-12 09:49:00,22450,PE,2025-03-13 00:00:00,91.55,62.5,-1,29.049999999999997,-31.73129437465866
2025-03-12 10:03:00,2025-03-12 10:18:00,22400,PE,2025-03-13 00:00:00,62.7,75.25,-1,-12.549999999999997,20.015948963317378
2025-03-12 10:19:00,2025-03-12 12:08:00,22400,PE,2025-03-13 00:00:00,69.45,94.65,-1,-25.200000000000003,36.28509719222463
2025-03-12 12:22:00,2025-03-12 13:11:00,22350,PE,2025-03-13 00:00:00,73.4,58.45,-1,14.950000000000003,-20.36784741144414
2025-03-13 09:50:00,2025-03-13 10:07:00,22500,CE,2025-03-13 00:00:00,27.05,68.8,-1,-41.75,154.3438077634011
2025-03-13 10:08:00,2025-03-13 14:51:00,22550,CE,2025-03-13 00:00:00,31.75,0.25,-1,31.5,-99.21259842519686
2025-03-17 09:34:00,2025-03-17 09:56:00,22600,CE,2025-03-20 00:00:00,124.95,96.0,-1,28.950000000000003,-23.16926770708283
2025-03-17 11:40:00,2025-03-17 12:26:00,22550,CE,2025-03-20 00:00:00,120.6,83.75,-1,36.849999999999994,-30.555555555555546
2025-03-17 13:59:00,2025-03-17 14:51:00,22550,CE,2025-03-20 00:00:00,108.95,102.15,-1,6.799999999999997,-6.241395135383199
2025-03-19 10:04:00,2025-03-19 10:32:00,22900,CE,2025-03-20 00:00:00,74.5,92.15,-1,-17.650000000000006,23.691275167785243
2025-03-19 10:33:00,2025-03-19 13:40:00,22900,CE,2025-03-20 00:00:00,88.35,96.55,-1,-8.200000000000003,9.281267685342387
2025-03-19 13:59:00,2025-03-19 14:51:00,22950,CE,2025-03-20 00:00:00,65.35,73.5,-1,-8.150000000000006,12.471308339709264
2025-03-20 10:04:00,2025-03-20 10:07:00,23050,CE,2025-03-20 00:00:00,45.8,27.75,-1,18.049999999999997,-39.41048034934498
2025-03-20 10:58:00,2025-03-20 11:17:00,23050,CE,2025-03-20 00:00:00,43.75,51.6,-1,-7.850000000000001,17.94285714285715
2025-03-20 11:18:00,2025-03-20 11:28:00,23100,CE,2025-03-20 00:00:00,23.1,18.0,-1,5.100000000000001,-22.077922077922086
2025-03-20 13:04:00,2025-03-20 13:25:00,23100,CE,2025-03-20 00:00:00,20.45,81.0,-1,-60.55,296.08801955990225
2025-03-20 14:11:00,2025-03-20 14:33:00,23200,CE,2025-03-20 00:00:00,13.15,19.0,-1,-5.85,44.486692015209115
2025-03-21 09:40:00,2025-03-21 11:11:00,23250,CE,2025-03-27 00:00:00,135.15,194.0,-1,-58.849999999999994,43.54421013688494
2025-03-21 11:22:00,2025-03-21 14:51:00,23400,CE,2025-03-27 00:00:00,125.7,117.5,-1,8.200000000000003,-6.523468575974545
2025-03-24 09:52:00,2025-03-24 11:10:00,23550,CE,2025-03-27 00:00:00,118.15,190.3,-1,-72.15,61.06644096487517
2025-03-24 11:14:00,2025-03-24 14:51:00,23650,CE,2025-03-27 00:00:00,141.15,165.3,-1,-24.150000000000006,17.109458023379396
2025-03-25 10:58:00,2025-03-25 14:51:00,23650,PE,2025-03-27 00:00:00,96.2,70.3,-1,25.900000000000006,-26.923076923076927
2025-03-26 10:37:00,2025-03-26 11:03:00,23750,CE,2025-03-27 00:00:00,81.8,56.9,-1,24.9,-30.440097799511
2025-03-28 09:37:00,2025-03-28 10:31:00,23500,PE,2025-04-03 00:00:00,129.75,93.3,-1,36.45,-28.092485549132952
2025-03-28 12:25:00,2025-03-28 14:12:00,23500,PE,2025-04-03 00:00:00,110.85,128.65,-1,-17.80000000000001,16.057735678845297
2025-03-28 14:15:00,2025-03-28 14:41:00,23500,PE,2025-04-03 00:00:00,127.65,92.9,-1,34.75,-27.222875048962003
2025-04-01 10:28:00,2025-04-01 11:13:00,23300,PE,2025-04-03 00:00:00,90.9,126.25,-1,-35.349999999999994,38.888888888888886
2025-04-01 11:26:00,2025-04-01 11:47:00,23200,PE,2025-04-03 00:00:00,85.6,101.85,-1,-16.25,18.983644859813076
2025-04-01 11:48:00,2025-04-01 14:51:00,23200,PE,2025-04-03 00:00:00,100.2,102.85,-1,-2.6499999999999915,2.644710578842302
2025-04-02 10:40:00,2025-04-02 14:51:00,23300,CE,2025-04-03 00:00:00,76.9,62.5,-1,14.400000000000006,-18.725617685305597
2025-04-03 10:27:00,2025-04-03 10:40:00,23300,CE,2025-04-03 00:00:00,29.15,23.6,-1,5.549999999999997,-19.0394511149228
